"ensembl_gene_id"	"gene_biotype"	"external_gene_name"
"ENSRNOG00000050557"	"miRNA"	"AABR07062599.2"
"ENSRNOG00000050637"	"protein_coding"	"Tas2r110"
"ENSRNOG00000050908"	"protein_coding"	"AABR07051266.1"
"ENSRNOG00000051369"	"snoRNA"	"RF00568"
"ENSRNOG00000051436"	"snoRNA"	"RF00069"
"ENSRNOG00000051444"	"lincRNA"	"AABR07062404.2"
"ENSRNOG00000051447"	"protein_coding"	"Ly49s4"
"ENSRNOG00000051470"	"protein_coding"	"Card9"
"ENSRNOG00000051489"	"protein_coding"	"Klra1"
"ENSRNOG00000051600"	"protein_coding"	"Ly49i4"
"ENSRNOG00000051620"	"protein_coding"	"Tspan9"
"ENSRNOG00000051629"	"lincRNA"	"AABR07062329.1"
"ENSRNOG00000051661"	"protein_coding"	"Ly49s5"
"ENSRNOG00000051667"	"protein_coding"	"AABR07062539.1"
"ENSRNOG00000051690"	"protein_coding"	"Clec9a"
"ENSRNOG00000051714"	"snoRNA"	"RF00156"
"ENSRNOG00000051774"	"lincRNA"	"AABR07062453.1"
"ENSRNOG00000051816"	"protein_coding"	"Tigar"
"ENSRNOG00000051961"	"snoRNA"	"RF00560"
"ENSRNOG00000052024"	"protein_coding"	"AABR07062298.1"
"ENSRNOG00000052108"	"lincRNA"	"AABR07062298.2"
"ENSRNOG00000052128"	"protein_coding"	"Clec2e"
"ENSRNOG00000052363"	"snoRNA"	"RF00069"
"ENSRNOG00000052467"	"protein_coding"	"Klrc3"
"ENSRNOG00000052597"	"lincRNA"	"AABR07062477.2"
"ENSRNOG00000052706"	"lincRNA"	"AABR07072841.1"
"ENSRNOG00000052734"	"lincRNA"	"AABR07051310.1"
"ENSRNOG00000052803"	"protein_coding"	"Klri1"
"ENSRNOG00000052912"	"lincRNA"	"AC111292.1"
"ENSRNOG00000052942"	"lincRNA"	"AABR07062513.1"
"ENSRNOG00000052974"	"misc_RNA"	"RF00100"
"ENSRNOG00000053068"	"lincRNA"	"AABR07062544.1"
"ENSRNOG00000053251"	"snRNA"	"RF00015"
"ENSRNOG00000053264"	"lincRNA"	"AABR07051215.1"
"ENSRNOG00000053310"	"snoRNA"	"RF00334"
"ENSRNOG00000053337"	"protein_coding"	"Ly49s6"
"ENSRNOG00000053339"	"protein_coding"	"AABR07062512.1"
"ENSRNOG00000053362"	"protein_coding"	"Gabarapl1"
"ENSRNOG00000053371"	"lincRNA"	"LOC102554500"
"ENSRNOG00000053414"	"snoRNA"	"RF00560"
"ENSRNOG00000053420"	"snoRNA"	"RF00419"
"ENSRNOG00000053443"	"snoRNA"	"RF00049"
"ENSRNOG00000053449"	"protein_coding"	"Cracr2a"
"ENSRNOG00000053476"	"lincRNA"	"AABR07062350.1"
"ENSRNOG00000053480"	"snoRNA"	"RF00416"
"ENSRNOG00000053496"	"lincRNA"	"AABR07062539.2"
"ENSRNOG00000053613"	"lincRNA"	"AABR07062539.3"
"ENSRNOG00000053632"	"rRNA"	"RF00002"
"ENSRNOG00000053638"	"protein_coding"	"Clec12b"
"ENSRNOG00000053656"	"protein_coding"	"LOC690020"
"ENSRNOG00000053661"	"protein_coding"	"LOC502907"
"ENSRNOG00000053700"	"protein_coding"	"Spx"
"ENSRNOG00000053772"	"protein_coding"	"Klra22"
"ENSRNOG00000053804"	"protein_coding"	"Prmt8"
"ENSRNOG00000053851"	"snRNA"	"RF00026"
"ENSRNOG00000054007"	"protein_coding"	"AABR07062170.1"
"ENSRNOG00000054079"	"snoRNA"	"RF00049"
"ENSRNOG00000054251"	"protein_coding"	"Clec7a"
"ENSRNOG00000054265"	"protein_coding"	"Ly49si3"
"ENSRNOG00000054360"	"protein_coding"	"Tspan11"
"ENSRNOG00000054512"	"miRNA"	"AC097939.1"
"ENSRNOG00000054612"	"snoRNA"	"RF00416"
"ENSRNOG00000054639"	"pseudogene"	"AABR07062390.1"
"ENSRNOG00000054738"	"misc_RNA"	"RF00100"
"ENSRNOG00000054860"	"protein_coding"	"Clec12a"
"ENSRNOG00000055056"	"pseudogene"	"AABR07062390.2"
"ENSRNOG00000055109"	"lincRNA"	"AC103292.1"
"ENSRNOG00000055196"	"protein_coding"	"Klrc1"
"ENSRNOG00000055253"	"lincRNA"	"AABR07062367.1"
"ENSRNOG00000055289"	"miRNA"	"AABR07062513.2"
"ENSRNOG00000055302"	"lincRNA"	"AABR07051326.1"
"ENSRNOG00000055447"	"lincRNA"	"AC111292.2"
"ENSRNOG00000055455"	"protein_coding"	"Ly49si2"
"ENSRNOG00000055610"	"misc_RNA"	"RF00100"
"ENSRNOG00000055644"	"lincRNA"	"AABR07062111.1"
"ENSRNOG00000055662"	"processed_pseudogene"	"AC108288.1"
"ENSRNOG00000055734"	"pseudogene"	"AABR07062289.1"
"ENSRNOG00000055801"	"lincRNA"	"AABR07062404.3"
"ENSRNOG00000055897"	"misc_RNA"	"RF00100"
"ENSRNOG00000055945"	"snRNA"	"RF00003"
"ENSRNOG00000055966"	"protein_coding"	"AABR07062138.2"
"ENSRNOG00000056041"	"protein_coding"	"AABR07062570.1"
"ENSRNOG00000056219"	"protein_coding"	"Olr1"
"ENSRNOG00000056471"	"protein_coding"	"AABR07051251.1"
"ENSRNOG00000056529"	"protein_coding"	"AABR07062185.1"
"ENSRNOG00000056544"	"snoRNA"	"RF00340"
"ENSRNOG00000056675"	"protein_coding"	"LOC100911507"
"ENSRNOG00000056752"	"lincRNA"	"LOC689519"
"ENSRNOG00000056757"	"lincRNA"	"AABR07062535.2"
"ENSRNOG00000056783"	"protein_coding"	"Cd69"
"ENSRNOG00000056973"	"snoRNA"	"RF00560"
"ENSRNOG00000056977"	"lincRNA"	"AABR07051248.1"
"ENSRNOG00000057002"	"snRNA"	"RF00066"
"ENSRNOG00000057069"	"protein_coding"	"Ly49i7"
"ENSRNOG00000057097"	"lincRNA"	"LOC102550543"
"ENSRNOG00000057100"	"snRNA"	"RF00003"
"ENSRNOG00000057254"	"protein_coding"	"RGD1564770"
"ENSRNOG00000057273"	"lincRNA"	"AABR07062157.1"
"ENSRNOG00000057335"	"protein_coding"	"Clec1b"
"ENSRNOG00000057410"	"protein_coding"	"Klrb1"
"ENSRNOG00000057468"	"lincRNA"	"AABR07062539.4"
"ENSRNOG00000057486"	"snRNA"	"RF00004"
"ENSRNOG00000057532"	"lincRNA"	"AABR07051250.1"
"ENSRNOG00000057540"	"lincRNA"	"AABR07062363.1"
"ENSRNOG00000057585"	"lincRNA"	"AABR07062111.2"
"ENSRNOG00000057600"	"snoRNA"	"RF00568"
"ENSRNOG00000057643"	"protein_coding"	"Klri2"
"ENSRNOG00000057693"	"lincRNA"	"AABR07062528.1"
"ENSRNOG00000057710"	"protein_coding"	"Ccnd2"
"ENSRNOG00000057800"	"miRNA"	"AABR07051238.1"
"ENSRNOG00000057809"	"snoRNA"	"RF00049"
"ENSRNOG00000057883"	"snoRNA"	"RF00049"
"ENSRNOG00000058037"	"snRNA"	"RF00003"
"ENSRNOG00000058071"	"snoRNA"	"RF00049"
"ENSRNOG00000058192"	"lincRNA"	"AABR07062068.1"
"ENSRNOG00000058226"	"lincRNA"	"AABR07051255.1"
"ENSRNOG00000058281"	"snRNA"	"RF00026"
"ENSRNOG00000058386"	"protein_coding"	"Golt1b"
"ENSRNOG00000058456"	"lincRNA"	"AABR07051177.1"
"ENSRNOG00000058457"	"protein_coding"	"Chtopl1"
"ENSRNOG00000058494"	"miRNA"	"AABR07062344.1"
"ENSRNOG00000058544"	"lincRNA"	"AABR07062430.1"
"ENSRNOG00000058597"	"protein_coding"	"Lcn5"
"ENSRNOG00000058653"	"protein_coding"	"Tmem52b"
"ENSRNOG00000058680"	"snRNA"	"RF00026"
"ENSRNOG00000058689"	"snoRNA"	"RF00560"
"ENSRNOG00000058714"	"protein_coding"	"Klre1"
"ENSRNOG00000058775"	"protein_coding"	"Ly49s7"
"ENSRNOG00000058862"	"lincRNA"	"AABR07051308.1"
"ENSRNOG00000058905"	"snoRNA"	"RF00560"
"ENSRNOG00000058933"	"lincRNA"	"AABR07062112.1"
"ENSRNOG00000058993"	"protein_coding"	"AABR07062183.1"
"ENSRNOG00000059103"	"lincRNA"	"AABR07062069.1"
"ENSRNOG00000059182"	"protein_coding"	"Klrh1"
"ENSRNOG00000059196"	"misc_RNA"	"RF00100"
"ENSRNOG00000059455"	"protein_coding"	"AABR07051348.1"
"ENSRNOG00000059471"	"snoRNA"	"RF00560"
"ENSRNOG00000059508"	"miRNA"	"AABR07051312.1"
"ENSRNOG00000059511"	"snoRNA"	"RF00560"
"ENSRNOG00000059538"	"protein_coding"	"Clec2g"
"ENSRNOG00000059547"	"snRNA"	"RF00026"
"ENSRNOG00000059558"	"lincRNA"	"AABR07062344.2"
"ENSRNOG00000059571"	"snoRNA"	"RF00091"
"ENSRNOG00000059706"	"snoRNA"	"RF00560"
"ENSRNOG00000059721"	"scaRNA"	"RF00424"
"ENSRNOG00000059753"	"protein_coding"	"Gys2"
"ENSRNOG00000059773"	"lincRNA"	"AABR07051218.1"
"ENSRNOG00000059847"	"snRNA"	"RF00026"
"ENSRNOG00000059890"	"protein_coding"	"Clec2d2"
"ENSRNOG00000060005"	"protein_coding"	"Surf4"
"ENSRNOG00000060202"	"protein_coding"	"AABR07062152.1"
"ENSRNOG00000060241"	"protein_coding"	"LOC497796"
"ENSRNOG00000060246"	"protein_coding"	"Klrd1"
"ENSRNOG00000060261"	"misc_RNA"	"RF00100"
"ENSRNOG00000060300"	"rRNA"	"RF00002"
"ENSRNOG00000060315"	"snoRNA"	"RF00049"
"ENSRNOG00000060415"	"snoRNA"	"RF00560"
"ENSRNOG00000060460"	"protein_coding"	"Clec1a"
"ENSRNOG00000060592"	"snoRNA"	"RF00560"
"ENSRNOG00000060613"	"protein_coding"	"AABR07062185.2"
"ENSRNOG00000060668"	"lincRNA"	"AABR07062181.1"
"ENSRNOG00000060689"	"protein_coding"	"Parp11"
"ENSRNOG00000060730"	"lincRNA"	"LOC100912509"
"ENSRNOG00000060771"	"miRNA"	"AC111292.3"
"ENSRNOG00000060791"	"protein_coding"	"AABR07051348.2"
"ENSRNOG00000061000"	"lincRNA"	"AABR07062404.4"
"ENSRNOG00000061125"	"misc_RNA"	"RF00100"
"ENSRNOG00000061222"	"misc_RNA"	"RF00100"
"ENSRNOG00000061284"	"misc_RNA"	"RF00100"
"ENSRNOG00000061413"	"misc_RNA"	"RF00100"
"ENSRNOG00000061420"	"pseudogene"	"AABR07062154.1"
"ENSRNOG00000061542"	"lincRNA"	"AABR07051250.2"
"ENSRNOG00000061606"	"snRNA"	"RF00026"
"ENSRNOG00000061632"	"lincRNA"	"AABR07062069.2"
"ENSRNOG00000061664"	"protein_coding"	"AABR07062211.1"
"ENSRNOG00000061722"	"misc_RNA"	"RF00100"
"ENSRNOG00000061739"	"protein_coding"	"Klrk1"
"ENSRNOG00000061757"	"protein_coding"	"AABR07062154.2"
"ENSRNOG00000061895"	"protein_coding"	"Ly49si1"
"ENSRNOG00000061920"	"lincRNA"	"LOC102554283"
"ENSRNOG00000004614"	"protein_coding"	"Lypd6b"
"ENSRNOG00000004624"	"protein_coding"	"Rnd3"
"ENSRNOG00000004645"	"protein_coding"	"Galnt5"
"ENSRNOG00000004673"	"protein_coding"	"Rbm43"
"ENSRNOG00000004677"	"protein_coding"	"Zeb2"
"ENSRNOG00000004679"	"protein_coding"	"Fign"
"ENSRNOG00000004680"	"protein_coding"	"Kif5c"
"ENSRNOG00000004740"	"protein_coding"	"Mmadhc"
"ENSRNOG00000004772"	"protein_coding"	"Cytip"
"ENSRNOG00000004828"	"protein_coding"	"Acvr1c"
"ENSRNOG00000004864"	"protein_coding"	"Prpf40a"
"ENSRNOG00000004966"	"protein_coding"	"Slc38a11"
"ENSRNOG00000005007"	"protein_coding"	"Scn3a"
"ENSRNOG00000005018"	"protein_coding"	"Scn2a"
"ENSRNOG00000005021"	"protein_coding"	"Orc4"
"ENSRNOG00000005033"	"protein_coding"	"Acvr1"
"ENSRNOG00000005049"	"protein_coding"	"Tbr1"
"ENSRNOG00000005074"	"protein_coding"	"Arl6ip6"
"ENSRNOG00000005109"	"protein_coding"	"Rprm"
"ENSRNOG00000005307"	"protein_coding"	"Slc4a10"
"ENSRNOG00000005334"	"protein_coding"	"Acvr2a"
"ENSRNOG00000005335"	"protein_coding"	"Galnt13"
"ENSRNOG00000005341"	"protein_coding"	"Upp2"
"ENSRNOG00000005369"	"protein_coding"	"Kcnj3"
"ENSRNOG00000005498"	"protein_coding"	"Gcg"
"ENSRNOG00000005504"	"protein_coding"	"Pkp4"
"ENSRNOG00000005600"	"protein_coding"	"Nr4a2"
"ENSRNOG00000005668"	"protein_coding"	"Ndufa8"
"ENSRNOG00000005679"	"protein_coding"	"Fap"
"ENSRNOG00000005743"	"protein_coding"	"Dapl1"
"ENSRNOG00000005780"	"protein_coding"	"Adamts13"
"ENSRNOG00000005840"	"protein_coding"	"Cacfd1"
"ENSRNOG00000005900"	"protein_coding"	"Slc2a6"
"ENSRNOG00000005951"	"processed_pseudogene"	"AABR07052085.1"
"ENSRNOG00000005990"	"protein_coding"	"Wdsub1"
"ENSRNOG00000005996"	"protein_coding"	"Lhx6"
"ENSRNOG00000006142"	"protein_coding"	"Mymk"
"ENSRNOG00000006227"	"protein_coding"	"Ifih1"
"ENSRNOG00000006241"	"protein_coding"	"March7"
"ENSRNOG00000006320"	"protein_coding"	"Ptges"
"ENSRNOG00000006435"	"protein_coding"	"Tor1b"
"ENSRNOG00000006591"	"protein_coding"	"Fam163b"
"ENSRNOG00000006623"	"protein_coding"	"Cd302"
"ENSRNOG00000006641"	"protein_coding"	"Dbh"
"ENSRNOG00000006763"	"protein_coding"	"Rbm18"
"ENSRNOG00000006783"	"protein_coding"	"Neb"
"ENSRNOG00000006829"	"processed_pseudogene"	"AABR07052125.1"
"ENSRNOG00000006839"	"protein_coding"	"Arl5a"
"ENSRNOG00000006894"	"protein_coding"	"Tor1a"
"ENSRNOG00000006916"	"protein_coding"	"Sardh"
"ENSRNOG00000007012"	"protein_coding"	"Ly75"
"ENSRNOG00000007359"	"protein_coding"	"Gca"
"ENSRNOG00000007415"	"protein_coding"	"Ptgs1"
"ENSRNOG00000007422"	"protein_coding"	"Vav2"
"ENSRNOG00000007528"	"protein_coding"	"Kcnh7"
"ENSRNOG00000007532"	"protein_coding"	"RGD1305178"
"ENSRNOG00000007666"	"protein_coding"	"Cacnb4"
"ENSRNOG00000007681"	"protein_coding"	"Brd3"
"ENSRNOG00000007710"	"protein_coding"	"Usp20"
"ENSRNOG00000007816"	"pseudogene"	"AC131483.1"
"ENSRNOG00000007911"	"protein_coding"	"Olr411"
"ENSRNOG00000007954"	"protein_coding"	"Olr417"
"ENSRNOG00000007962"	"protein_coding"	"Olr419"
"ENSRNOG00000007965"	"protein_coding"	"Olr420"
"ENSRNOG00000007977"	"protein_coding"	"Olr424"
"ENSRNOG00000007986"	"protein_coding"	"Olr425"
"ENSRNOG00000008003"	"protein_coding"	"Olr434"
"ENSRNOG00000008129"	"protein_coding"	"Pla2r1"
"ENSRNOG00000008212"	"protein_coding"	"Wdr5"
"ENSRNOG00000008258"	"protein_coding"	"Fnbp1"
"ENSRNOG00000008346"	"protein_coding"	"Itgb6"
"ENSRNOG00000008482"	"protein_coding"	"Rbms1"
"ENSRNOG00000008484"	"protein_coding"	"Pdcl"
"ENSRNOG00000008501"	"protein_coding"	"AABR07052130.1"
"ENSRNOG00000008749"	"protein_coding"	"Col5a1"
"ENSRNOG00000008761"	"protein_coding"	"Ncs1"
"ENSRNOG00000008837"	"protein_coding"	"Ass1"
"ENSRNOG00000008859"	"protein_coding"	"Tank"
"ENSRNOG00000009139"	"protein_coding"	"Fubp3"
"ENSRNOG00000009196"	"protein_coding"	"Rc3h2"
"ENSRNOG00000009218"	"protein_coding"	"Prdm12"
"ENSRNOG00000009245"	"protein_coding"	"Exosc2"
"ENSRNOG00000009340"	"protein_coding"	"Zbtb6"
"ENSRNOG00000009342"	"protein_coding"	"Fcnb"
"ENSRNOG00000009346"	"protein_coding"	"Zbtb26"
"ENSRNOG00000009371"	"protein_coding"	"LOC100909750"
"ENSRNOG00000009402"	"protein_coding"	"Rabgap1"
"ENSRNOG00000009446"	"protein_coding"	"Rxra"
"ENSRNOG00000009735"	"protein_coding"	"Fibcd1"
"ENSRNOG00000009862"	"protein_coding"	"Olfm1"
"ENSRNOG00000009951"	"protein_coding"	"Aif1l"
"ENSRNOG00000010068"	"protein_coding"	"Plpp7"
"ENSRNOG00000010150"	"protein_coding"	"Strbp"
"ENSRNOG00000010152"	"protein_coding"	"RGD1306233"
"ENSRNOG00000010164"	"protein_coding"	"Mrps2"
"ENSRNOG00000010217"	"protein_coding"	"Prrc2b"
"ENSRNOG00000010219"	"protein_coding"	"Ralgds"
"ENSRNOG00000010406"	"protein_coding"	"Cel"
"ENSRNOG00000010477"	"protein_coding"	"Pomt1"
"ENSRNOG00000010526"	"protein_coding"	"Dennd1a"
"ENSRNOG00000010551"	"protein_coding"	"Lhx2"
"ENSRNOG00000010897"	"protein_coding"	"Nek6"
"ENSRNOG00000010981"	"protein_coding"	"Gtf3c5"
"ENSRNOG00000011353"	"protein_coding"	"Gfi1b"
"ENSRNOG00000011467"	"protein_coding"	"Uck1"
"ENSRNOG00000011470"	"protein_coding"	"Tsc1"
"ENSRNOG00000011732"	"protein_coding"	"Psmb7"
"ENSRNOG00000011884"	"protein_coding"	"Golga2"
"ENSRNOG00000012682"	"protein_coding"	"Nr5a1"
"ENSRNOG00000012697"	"protein_coding"	"Spaca9"
"ENSRNOG00000012761"	"protein_coding"	"Ak8"
"ENSRNOG00000013040"	"protein_coding"	"Ddx31"
"ENSRNOG00000013209"	"protein_coding"	"Barhl1"
"ENSRNOG00000013232"	"protein_coding"	"Nr6a1"
"ENSRNOG00000013442"	"protein_coding"	"Ciz1"
"ENSRNOG00000013491"	"protein_coding"	"Setx"
"ENSRNOG00000013694"	"protein_coding"	"Ntng2"
"ENSRNOG00000013933"	"protein_coding"	"Med27"
"ENSRNOG00000013973"	"protein_coding"	"Lcn2"
"ENSRNOG00000014034"	"protein_coding"	"Olfml2a"
"ENSRNOG00000014050"	"protein_coding"	"Ptges2"
"ENSRNOG00000014102"	"protein_coding"	"Wdr38"
"ENSRNOG00000014272"	"protein_coding"	"Rpl35"
"ENSRNOG00000014316"	"protein_coding"	"Rapgef1"
"ENSRNOG00000014317"	"protein_coding"	"Arpc5l"
"ENSRNOG00000014338"	"protein_coding"	"Slc25a25"
"ENSRNOG00000014369"	"protein_coding"	"Slc27a4"
"ENSRNOG00000014493"	"protein_coding"	"Golga1"
"ENSRNOG00000014584"	"protein_coding"	"Odf2"
"ENSRNOG00000015145"	"protein_coding"	"Ppp6c"
"ENSRNOG00000015237"	"protein_coding"	"Gle1"
"ENSRNOG00000015396"	"protein_coding"	"Sptan1"
"ENSRNOG00000015420"	"protein_coding"	"Stxbp1"
"ENSRNOG00000015636"	"protein_coding"	"Wdr34"
"ENSRNOG00000015791"	"protein_coding"	"Zdhhc12"
"ENSRNOG00000015845"	"protein_coding"	"Fam129b"
"ENSRNOG00000015854"	"lincRNA"	"AABR07051831.1"
"ENSRNOG00000015970"	"protein_coding"	"Tbc1d13"
"ENSRNOG00000016033"	"protein_coding"	"Endog"
"ENSRNOG00000016097"	"protein_coding"	"Kyat1"
"ENSRNOG00000016220"	"protein_coding"	"Rpl12"
"ENSRNOG00000016678"	"protein_coding"	"Angptl2"
"ENSRNOG00000016794"	"protein_coding"	"Phyhd1"
"ENSRNOG00000016910"	"protein_coding"	"Ralgps1"
"ENSRNOG00000016989"	"protein_coding"	"Dolk"
"ENSRNOG00000017017"	"protein_coding"	"Zbtb43"
"ENSRNOG00000017019"	"protein_coding"	"Lmx1b"
"ENSRNOG00000017172"	"protein_coding"	"Mvb12b"
"ENSRNOG00000017295"	"protein_coding"	"Sh3glb2"
"ENSRNOG00000017513"	"protein_coding"	"Miga2"
"ENSRNOG00000017583"	"protein_coding"	"Mapkap1"
"ENSRNOG00000017663"	"protein_coding"	"Dolpp1"
"ENSRNOG00000017925"	"protein_coding"	"Gapvd1"
"ENSRNOG00000018145"	"protein_coding"	"Crat"
"ENSRNOG00000018294"	"protein_coding"	"Hspa5"
"ENSRNOG00000018457"	"protein_coding"	"Ptpa"
"ENSRNOG00000018486"	"protein_coding"	"RGD1311084"
"ENSRNOG00000018591"	"protein_coding"	"Rabepk"
"ENSRNOG00000018687"	"protein_coding"	"Fbxw2"
"ENSRNOG00000018809"	"protein_coding"	"Psmd5"
"ENSRNOG00000018832"	"protein_coding"	"RGD1564854"
"ENSRNOG00000018874"	"protein_coding"	"Phf19"
"ENSRNOG00000018899"	"protein_coding"	"C5"
"ENSRNOG00000018901"	"protein_coding"	"Rab14"
"ENSRNOG00000018991"	"protein_coding"	"Gsn"
"ENSRNOG00000019147"	"protein_coding"	"Stom"
"ENSRNOG00000019179"	"protein_coding"	"Ggta1"
"ENSRNOG00000019339"	"protein_coding"	"AABR07051518.1"
"ENSRNOG00000021472"	"protein_coding"	"Ermn"
"ENSRNOG00000021999"	"protein_coding"	"AABR07051982.1"
"ENSRNOG00000022015"	"protein_coding"	"Cntrl"
"ENSRNOG00000022033"	"lincRNA"	"AABR07051507.1"
"ENSRNOG00000022162"	"protein_coding"	"Pbx3"
"ENSRNOG00000022274"	"protein_coding"	"Slc2a8"
"ENSRNOG00000022312"	"protein_coding"	"Lrsam1"
"ENSRNOG00000022490"	"processed_pseudogene"	"LOC100361008"
"ENSRNOG00000022514"	"protein_coding"	"Tor2a"
"ENSRNOG00000022586"	"protein_coding"	"Cdk9"
"ENSRNOG00000022681"	"protein_coding"	"RGD1561113"
"ENSRNOG00000022860"	"protein_coding"	"Swi5"
"ENSRNOG00000023352"	"protein_coding"	"Fam78a"
"ENSRNOG00000023393"	"protein_coding"	"Nup214"
"ENSRNOG00000023589"	"protein_coding"	"Gpr107"
"ENSRNOG00000024786"	"protein_coding"	"Asb6"
"ENSRNOG00000024809"	"protein_coding"	"Ntmt1"
"ENSRNOG00000024846"	"protein_coding"	"Ier5l"
"ENSRNOG00000025185"	"protein_coding"	"Nup188"
"ENSRNOG00000025278"	"protein_coding"	"Scai"
"ENSRNOG00000025296"	"protein_coding"	"Lrrc8a"
"ENSRNOG00000025394"	"protein_coding"	"Tanc1"
"ENSRNOG00000025498"	"protein_coding"	"Crb2"
"ENSRNOG00000025711"	"protein_coding"	"Spout1"
"ENSRNOG00000025713"	"protein_coding"	"LOC690140"
"ENSRNOG00000025721"	"protein_coding"	"Olr429"
"ENSRNOG00000025832"	"protein_coding"	"Zer1"
"ENSRNOG00000025892"	"protein_coding"	"Set"
"ENSRNOG00000025931"	"protein_coding"	"Olr396"
"ENSRNOG00000025997"	"protein_coding"	"Mrrf"
"ENSRNOG00000026111"	"protein_coding"	"Morn5"
"ENSRNOG00000026604"	"protein_coding"	"Cercam"
"ENSRNOG00000026636"	"protein_coding"	"Urm1"
"ENSRNOG00000026691"	"protein_coding"	"Coq4"
"ENSRNOG00000027016"	"protein_coding"	"Cobll1"
"ENSRNOG00000027193"	"protein_coding"	"AABR07051376.1"
"ENSRNOG00000027447"	"protein_coding"	"Stam2"
"ENSRNOG00000027502"	"protein_coding"	"Nmi"
"ENSRNOG00000027510"	"protein_coding"	"Tas2r134"
"ENSRNOG00000027533"	"processed_pseudogene"	"Ns5atp4"
"ENSRNOG00000027596"	"protein_coding"	"Mbd5"
"ENSRNOG00000027742"	"protein_coding"	"Adamtsl2"
"ENSRNOG00000028112"	"protein_coding"	"LOC499796"
"ENSRNOG00000028690"	"protein_coding"	"LOC100362366"
"ENSRNOG00000028805"	"protein_coding"	"Cfap77"
"ENSRNOG00000029069"	"protein_coding"	"Olr416"
"ENSRNOG00000029447"	"protein_coding"	"Epc2"
"ENSRNOG00000029562"	"protein_coding"	"AABR07051626.1"
"ENSRNOG00000029627"	"protein_coding"	"LOC100362149"
"ENSRNOG00000029787"	"protein_coding"	"Olr418"
"ENSRNOG00000029793"	"protein_coding"	"RGD1559995"
"ENSRNOG00000029993"	"protein_coding"	"Kynu"
"ENSRNOG00000030143"	"protein_coding"	"AABR07051796.1"
"ENSRNOG00000030243"	"protein_coding"	"AABR07051892.1"
"ENSRNOG00000030460"	"protein_coding"	"Olr428"
"ENSRNOG00000030763"	"protein_coding"	"Dpp4"
"ENSRNOG00000030855"	"protein_coding"	"Olr403"
"ENSRNOG00000031038"	"protein_coding"	"Gtdc1"
"ENSRNOG00000031168"	"protein_coding"	"Arhgap15"
"ENSRNOG00000031229"	"protein_coding"	"AABR07051735.1"
"ENSRNOG00000031434"	"protein_coding"	"AC098064.1"
"ENSRNOG00000031763"	"protein_coding"	"Olr427"
"ENSRNOG00000031803"	"protein_coding"	"Olr423"
"ENSRNOG00000031951"	"protein_coding"	"LOC100361645"
"ENSRNOG00000032102"	"protein_coding"	"Olr422"
"ENSRNOG00000032321"	"protein_coding"	"Olr421"
"ENSRNOG00000032700"	"protein_coding"	"Zbtb34"
"ENSRNOG00000033278"	"protein_coding"	"AABR07051996.1"
"ENSRNOG00000033799"	"protein_coding"	"Olr414"
"ENSRNOG00000033824"	"protein_coding"	"Gpd2"
"ENSRNOG00000033835"	"protein_coding"	"Dnm1"
"ENSRNOG00000034753"	"rRNA"	"RF00001"
"ENSRNOG00000035452"	"miRNA"	"Mir2964"
"ENSRNOG00000035563"	"miRNA"	"Mir181b2"
"ENSRNOG00000035630"	"miRNA"	"Mir181a2"
"ENSRNOG00000038274"	"protein_coding"	"AABR07051533.1"
"ENSRNOG00000038980"	"protein_coding"	"Lypd6"
"ENSRNOG00000039025"	"pseudogene"	"AABR07051947.1"
"ENSRNOG00000039050"	"protein_coding"	"AABR07051878.1"
"ENSRNOG00000039141"	"protein_coding"	"AABR07051793.1"
"ENSRNOG00000039210"	"protein_coding"	"LOC502618"
"ENSRNOG00000039315"	"protein_coding"	"Cfap157"
"ENSRNOG00000039777"	"protein_coding"	"Ttf1"
"ENSRNOG00000041308"	"miRNA"	"AABR07051508.1"
"ENSRNOG00000042083"	"protein_coding"	"AABR07051562.1"
"ENSRNOG00000042269"	"protein_coding"	"Gpr21"
"ENSRNOG00000042373"	"protein_coding"	"Ggta1l1"
"ENSRNOG00000042846"	"protein_coding"	"AABR07051578.1"
"ENSRNOG00000043155"	"protein_coding"	"AABR07051533.2"
"ENSRNOG00000043189"	"protein_coding"	"Trub2"
"ENSRNOG00000045690"	"protein_coding"	"Olr404"
"ENSRNOG00000045719"	"protein_coding"	"Olr401"
"ENSRNOG00000045966"	"protein_coding"	"AABR07051548.1"
"ENSRNOG00000046032"	"protein_coding"	"Olr397"
"ENSRNOG00000046137"	"miRNA"	"AABR07051804.1"
"ENSRNOG00000046228"	"protein_coding"	"Olr402"
"ENSRNOG00000046288"	"miRNA"	"AABR07051353.1"
"ENSRNOG00000046289"	"protein_coding"	"AABR07051556.1"
"ENSRNOG00000046324"	"protein_coding"	"AABR07051726.1"
"ENSRNOG00000046379"	"protein_coding"	"Srm"
"ENSRNOG00000046473"	"protein_coding"	"NEWGENE_735020"
"ENSRNOG00000046568"	"protein_coding"	"AABR07051791.1"
"ENSRNOG00000046655"	"protein_coding"	"AABR07051395.1"
"ENSRNOG00000046771"	"rRNA"	"RF00001"
"ENSRNOG00000046801"	"protein_coding"	"Olr400"
"ENSRNOG00000046849"	"protein_coding"	"Olr406"
"ENSRNOG00000046936"	"protein_coding"	"AABR07051673.1"
"ENSRNOG00000046984"	"protein_coding"	"St6galnac6"
"ENSRNOG00000046993"	"processed_pseudogene"	"AABR07051374.1"
"ENSRNOG00000047092"	"protein_coding"	"Olr408"
